aircraft_id,bomb_id,display_name,nation_guess,mass_kg,mass_bucket,explosive_mass_kg,caliber_mm,drag_coef,length_m,diameter_m,velocity_limit,source_file,preset_names,match_source,is_matched,sandbox_allowed,notes
lancaster_mk3,uk_12000lb_hc_mki_n52_bomb,uk_12000lb_hc_mki_n52_bomb,Great Britain,5740.6,1000+ kg,3973.5,0.965,,4.978,,,uk_12000lb_hc_mki_n52_bomb.blkx,lancaster_mk3_14x1000lbs | lancaster_mk3_14x250lbs | lancaster_mk3_14x500lbs | lancaster_mk3_1x1000lbs_6x500lbs_2x250lbs | lancaster_mk3_1x_12000 | lancaster_mk3_1x_8000 | lancaster_mk3_1x_8000_6x_500 | lancaster_mk3_6x1000lbs_2x250lbs_1x4000lbs | lancaster_mk3_6x1000lbs_3x250lbs | lancaster_mk3_6x500lbs_8x250lbs | lancaster_mk3_cookies | lancaster_mk3_default,weaponPresets_bombguns_structural,yes,yes,
lancaster_mk3,uk_250lbs,uk_250lbs,Great Britain,104.3,100-249 kg,30.7,0.259,,1.422,,,uk_250lbs.blkx,lancaster_mk3_14x1000lbs | lancaster_mk3_14x250lbs | lancaster_mk3_14x500lbs | lancaster_mk3_1x1000lbs_6x500lbs_2x250lbs | lancaster_mk3_1x_12000 | lancaster_mk3_1x_8000 | lancaster_mk3_1x_8000_6x_500 | lancaster_mk3_6x1000lbs_2x250lbs_1x4000lbs | lancaster_mk3_6x1000lbs_3x250lbs | lancaster_mk3_6x500lbs_8x250lbs | lancaster_mk3_cookies | lancaster_mk3_default,weaponPresets_bombguns_structural,yes,yes,
lancaster_mk3,uk_250lbs_mc_mk1_mk2_bomb,uk_250lbs_mc_mk1_mk2_bomb,Great Britain,102.0,100-249 kg,51.0,0.254,,1.41,,,uk_250lbs_mc_mk1_mk2_bomb.blkx,lancaster_mk3_14x1000lbs | lancaster_mk3_14x250lbs | lancaster_mk3_14x500lbs | lancaster_mk3_1x1000lbs_6x500lbs_2x250lbs | lancaster_mk3_1x_12000 | lancaster_mk3_1x_8000 | lancaster_mk3_1x_8000_6x_500 | lancaster_mk3_6x1000lbs_2x250lbs_1x4000lbs | lancaster_mk3_6x1000lbs_3x250lbs | lancaster_mk3_6x500lbs_8x250lbs | lancaster_mk3_cookies | lancaster_mk3_default,weaponPresets_bombguns_structural,yes,yes,
lancaster_mk3,uk_500lb_mc_mk1_mk4_long_tail_bomb,uk_500lb_mc_mk1_mk4_long_tail_bomb,Great Britain,231.7,100-249 kg,100.7,0.327,,1.793,,,uk_500lb_mc_mk1_mk4_long_tail_bomb.blkx,lancaster_mk3_14x1000lbs | lancaster_mk3_14x250lbs | lancaster_mk3_14x500lbs | lancaster_mk3_1x1000lbs_6x500lbs_2x250lbs | lancaster_mk3_1x_12000 | lancaster_mk3_1x_8000 | lancaster_mk3_1x_8000_6x_500 | lancaster_mk3_6x1000lbs_2x250lbs_1x4000lbs | lancaster_mk3_6x1000lbs_3x250lbs | lancaster_mk3_6x500lbs_8x250lbs | lancaster_mk3_cookies | lancaster_mk3_default,weaponPresets_bombguns_structural,yes,yes,
lancaster_mk3,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,lancaster_mk3_14x1000lbs | lancaster_mk3_14x250lbs | lancaster_mk3_14x500lbs | lancaster_mk3_1x1000lbs_6x500lbs_2x250lbs | lancaster_mk3_1x_12000 | lancaster_mk3_1x_8000 | lancaster_mk3_1x_8000_6x_500 | lancaster_mk3_6x1000lbs_2x250lbs_1x4000lbs | lancaster_mk3_6x1000lbs_3x250lbs | lancaster_mk3_6x500lbs_8x250lbs | lancaster_mk3_cookies | lancaster_mk3_default,weaponPresets_bombguns_structural,yes,yes,
lancaster_mk3,uk_8000lb_hc_mki_n33_bomb,uk_8000lb_hc_mki_n33_bomb,Great Britain,3787.04,1000+ kg,2653.5,0.965,,3.393,,,uk_8000lb_hc_mki_n33_bomb.blkx,lancaster_mk3_14x1000lbs | lancaster_mk3_14x250lbs | lancaster_mk3_14x500lbs | lancaster_mk3_1x1000lbs_6x500lbs_2x250lbs | lancaster_mk3_1x_12000 | lancaster_mk3_1x_8000 | lancaster_mk3_1x_8000_6x_500 | lancaster_mk3_6x1000lbs_2x250lbs_1x4000lbs | lancaster_mk3_6x1000lbs_3x250lbs | lancaster_mk3_6x500lbs_8x250lbs | lancaster_mk3_cookies | lancaster_mk3_default,weaponPresets_bombguns_structural,yes,yes,
lancaster_mk3,uk_8000lb_hc_mki_n52_bomb,uk_8000lb_hc_mki_n52_bomb,Great Britain,3787.04,1000+ kg,2653.5,0.965,,3.393,,,uk_8000lb_hc_mki_n52_bomb.blkx,lancaster_mk3_14x1000lbs | lancaster_mk3_14x250lbs | lancaster_mk3_14x500lbs | lancaster_mk3_1x1000lbs_6x500lbs_2x250lbs | lancaster_mk3_1x_12000 | lancaster_mk3_1x_8000 | lancaster_mk3_1x_8000_6x_500 | lancaster_mk3_6x1000lbs_2x250lbs_1x4000lbs | lancaster_mk3_6x1000lbs_3x250lbs | lancaster_mk3_6x500lbs_8x250lbs | lancaster_mk3_cookies | lancaster_mk3_default,weaponPresets_bombguns_structural,yes,yes,
lancaster_mk3,uk_mk2_cookie,uk_mk2_cookie,Great Britain,1782.61,1000+ kg,1339.0,0.762,,2.794,,,uk_mk2_cookie.blkx,lancaster_mk3_14x1000lbs | lancaster_mk3_14x250lbs | lancaster_mk3_14x500lbs | lancaster_mk3_1x1000lbs_6x500lbs_2x250lbs | lancaster_mk3_1x_12000 | lancaster_mk3_1x_8000 | lancaster_mk3_1x_8000_6x_500 | lancaster_mk3_6x1000lbs_2x250lbs_1x4000lbs | lancaster_mk3_6x1000lbs_3x250lbs | lancaster_mk3_6x500lbs_8x250lbs | lancaster_mk3_cookies | lancaster_mk3_default,weaponPresets_bombguns_structural,yes,yes,
lancaster_mr7_france,uk_1000lbs_mc_mk1_mk2_bomb,uk_1000lbs_mc_mk1_mk2_bomb,Great Britain,463.1,250-499 kg,227.7,0.45,,1.844,,,uk_1000lbs_mc_mk1_mk2_bomb.blkx,lancaster_mr7_france_14x1000lbs | lancaster_mr7_france_14x500lbs | lancaster_mr7_france_1x1000lbs_6x500lbs_2x250lbs | lancaster_mr7_france_6x1000lbs_3x250lbs | lancaster_mr7_france_6x500lbs_8x250lbs | lancaster_mr7_france_default,weaponPresets_bombguns_structural,yes,yes,
lancaster_mr7_france,uk_250lbs_mc_mk1_mk2_bomb,uk_250lbs_mc_mk1_mk2_bomb,Great Britain,102.0,100-249 kg,51.0,0.254,,1.41,,,uk_250lbs_mc_mk1_mk2_bomb.blkx,lancaster_mr7_france_14x1000lbs | lancaster_mr7_france_14x500lbs | lancaster_mr7_france_1x1000lbs_6x500lbs_2x250lbs | lancaster_mr7_france_6x1000lbs_3x250lbs | lancaster_mr7_france_6x500lbs_8x250lbs | lancaster_mr7_france_default,weaponPresets_bombguns_structural,yes,yes,
lancaster_mr7_france,uk_500lb_mc_mk1_mk4_long_tail_bomb,uk_500lb_mc_mk1_mk4_long_tail_bomb,Great Britain,231.7,100-249 kg,100.7,0.327,,1.793,,,uk_500lb_mc_mk1_mk4_long_tail_bomb.blkx,lancaster_mr7_france_14x1000lbs | lancaster_mr7_france_14x500lbs | lancaster_mr7_france_1x1000lbs_6x500lbs_2x250lbs | lancaster_mr7_france_6x1000lbs_3x250lbs | lancaster_mr7_france_6x500lbs_8x250lbs | lancaster_mr7_france_default,weaponPresets_bombguns_structural,yes,yes,
lincoln_b1,uk_1000lbs_gp_mk1,uk_1000lbs_gp_mk1,Great Britain,495.7,250-499 kg,171.4,0.41,,2.197,,,uk_1000lbs_gp_mk1.blkx,lincoln_14x1000lbs | lincoln_14x500lbs | lincoln_1x12000lbs | lincoln_1x4000lbs | lincoln_1x8000lbs | lincoln_6x1000lbs | lincoln_default,weaponPresets_bombguns_structural,yes,yes,
lincoln_b1,uk_1000lbs_mc_mk1,uk_1000lbs_mc_mk1,Great Britain,474.4,250-499 kg,227.7,0.45,,1.844,,,uk_1000lbs_mc_mk1.blkx,lincoln_14x1000lbs | lincoln_14x500lbs | lincoln_1x12000lbs | lincoln_1x4000lbs | lincoln_1x8000lbs | lincoln_6x1000lbs | lincoln_default,weaponPresets_bombguns_structural,yes,yes,
lincoln_b1,uk_12000lb_hc_mki_n52_bomb,uk_12000lb_hc_mki_n52_bomb,Great Britain,5740.6,1000+ kg,3973.5,0.965,,4.978,,,uk_12000lb_hc_mki_n52_bomb.blkx,lincoln_14x1000lbs | lincoln_14x500lbs | lincoln_1x12000lbs | lincoln_1x4000lbs | lincoln_1x8000lbs | lincoln_6x1000lbs | lincoln_default,weaponPresets_bombguns_structural,yes,yes,
lincoln_b1,uk_250lbs_43,uk_250lbs_43,Great Britain,104.3,100-249 kg,30.7,0.259,,1.422,,,uk_250lbs_43.blkx,lincoln_14x1000lbs | lincoln_14x500lbs | lincoln_1x12000lbs | lincoln_1x4000lbs | lincoln_1x8000lbs | lincoln_6x1000lbs | lincoln_default,weaponPresets_bombguns_structural,yes,yes,
lincoln_b1,uk_500lbs_43,uk_500lbs_43,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs_43.blkx,lincoln_14x1000lbs | lincoln_14x500lbs | lincoln_1x12000lbs | lincoln_1x4000lbs | lincoln_1x8000lbs | lincoln_6x1000lbs | lincoln_default,weaponPresets_bombguns_structural,yes,yes,
lincoln_b1,uk_8000lb_hc_mki_n33_bomb,uk_8000lb_hc_mki_n33_bomb,Great Britain,3787.04,1000+ kg,2653.5,0.965,,3.393,,,uk_8000lb_hc_mki_n33_bomb.blkx,lincoln_14x1000lbs | lincoln_14x500lbs | lincoln_1x12000lbs | lincoln_1x4000lbs | lincoln_1x8000lbs | lincoln_6x1000lbs | lincoln_default,weaponPresets_bombguns_structural,yes,yes,
lincoln_b1,uk_mk2_cookie,uk_mk2_cookie,Great Britain,1782.61,1000+ kg,1339.0,0.762,,2.794,,,uk_mk2_cookie.blkx,lincoln_14x1000lbs | lincoln_14x500lbs | lincoln_1x12000lbs | lincoln_1x4000lbs | lincoln_1x8000lbs | lincoln_6x1000lbs | lincoln_default,weaponPresets_bombguns_structural,yes,yes,
lincoln_b2,uk_1000lbs_gp_mk1,uk_1000lbs_gp_mk1,Great Britain,495.7,250-499 kg,171.4,0.41,,2.197,,,uk_1000lbs_gp_mk1.blkx,lincoln_14x1000lbs | lincoln_14x500lbs | lincoln_1x12000lbs | lincoln_1x4000lbs | lincoln_1x8000lbs | lincoln_6x1000lbs | lincoln_default,weaponPresets_bombguns_structural,yes,yes,
lincoln_b2,uk_1000lbs_mc_mk1,uk_1000lbs_mc_mk1,Great Britain,474.4,250-499 kg,227.7,0.45,,1.844,,,uk_1000lbs_mc_mk1.blkx,lincoln_14x1000lbs | lincoln_14x500lbs | lincoln_1x12000lbs | lincoln_1x4000lbs | lincoln_1x8000lbs | lincoln_6x1000lbs | lincoln_default,weaponPresets_bombguns_structural,yes,yes,
lincoln_b2,uk_12000lb_hc_mki_n52_bomb,uk_12000lb_hc_mki_n52_bomb,Great Britain,5740.6,1000+ kg,3973.5,0.965,,4.978,,,uk_12000lb_hc_mki_n52_bomb.blkx,lincoln_14x1000lbs | lincoln_14x500lbs | lincoln_1x12000lbs | lincoln_1x4000lbs | lincoln_1x8000lbs | lincoln_6x1000lbs | lincoln_default,weaponPresets_bombguns_structural,yes,yes,
lincoln_b2,uk_250lbs_43,uk_250lbs_43,Great Britain,104.3,100-249 kg,30.7,0.259,,1.422,,,uk_250lbs_43.blkx,lincoln_14x1000lbs | lincoln_14x500lbs | lincoln_1x12000lbs | lincoln_1x4000lbs | lincoln_1x8000lbs | lincoln_6x1000lbs | lincoln_default,weaponPresets_bombguns_structural,yes,yes,
lincoln_b2,uk_500lbs_43,uk_500lbs_43,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs_43.blkx,lincoln_14x1000lbs | lincoln_14x500lbs | lincoln_1x12000lbs | lincoln_1x4000lbs | lincoln_1x8000lbs | lincoln_6x1000lbs | lincoln_default,weaponPresets_bombguns_structural,yes,yes,
lincoln_b2,uk_8000lb_hc_mki_n33_bomb,uk_8000lb_hc_mki_n33_bomb,Great Britain,3787.04,1000+ kg,2653.5,0.965,,3.393,,,uk_8000lb_hc_mki_n33_bomb.blkx,lincoln_14x1000lbs | lincoln_14x500lbs | lincoln_1x12000lbs | lincoln_1x4000lbs | lincoln_1x8000lbs | lincoln_6x1000lbs | lincoln_default,weaponPresets_bombguns_structural,yes,yes,
lincoln_b2,uk_mk2_cookie,uk_mk2_cookie,Great Britain,1782.61,1000+ kg,1339.0,0.762,,2.794,,,uk_mk2_cookie.blkx,lincoln_14x1000lbs | lincoln_14x500lbs | lincoln_1x12000lbs | lincoln_1x4000lbs | lincoln_1x8000lbs | lincoln_6x1000lbs | lincoln_default,weaponPresets_bombguns_structural,yes,yes,
martin_139wc,fr_100kg,fr_100kg,France,118.0,100-249 kg,50.0,0.275,,1.26,,,fr_100kg.blkx,martin_139wc_100_fr | martin_139wc_200_fr | martin_139wc_250_it | martin_default,weaponPresets_bombguns_structural,yes,yes,
martin_139wc,fr_200kg,fr_200kg,France,225.0,100-249 kg,105.0,0.37,,1.85,,,fr_200kg.blkx,martin_139wc_100_fr | martin_139wc_200_fr | martin_139wc_250_it | martin_default,weaponPresets_bombguns_structural,yes,yes,
martin_139wc,it_100kg_m,it_100kg_m,Italy,109.0,100-249 kg,27.3,0.25,,1.26,,,it_100kg_m.blkx,martin_139wc_100_fr | martin_139wc_200_fr | martin_139wc_250_it | martin_default,weaponPresets_bombguns_structural,yes,yes,
martin_139wc,it_250kg_gp,it_250kg_gp,Italy,259.0,250-499 kg,125.7,0.43,,1.85,,,it_250kg_gp.blkx,martin_139wc_100_fr | martin_139wc_200_fr | martin_139wc_250_it | martin_default,weaponPresets_bombguns_structural,yes,yes,
maryland_mk1,uk_250lbs_43,uk_250lbs_43,Great Britain,104.3,100-249 kg,30.7,0.259,,1.422,,,uk_250lbs_43.blkx,maryland_mk1_4x250lbs | maryland_mk1_8x250lbs | maryland_mk1_default,weaponPresets_bombguns_structural,yes,yes,
maryland_mk1_france,fr_50kg_dt2,fr_50kg_dt2,France,55.7,<100 kg,19.0,0.2,,1.03,,,fr_50kg_dt2.blkx,maryland_mk1_16x50 | maryland_mk1_default,weaponPresets_bombguns_structural,yes,yes,
mb_162,fr_100kg,fr_100kg,France,118.0,100-249 kg,50.0,0.275,,1.26,,,fr_100kg.blkx,mb_162_4x500kg | mb_162_6x200kg_6x100kg_default,weaponPresets_bombguns_structural,yes,yes,
mb_162,fr_200kg,fr_200kg,France,225.0,100-249 kg,105.0,0.37,,1.85,,,fr_200kg.blkx,mb_162_4x500kg | mb_162_6x200kg_6x100kg_default,weaponPresets_bombguns_structural,yes,yes,
mb_162,fr_500kg_3_1,fr_500kg_3_1,France,520.0,500-999 kg,272.0,0.49,,2.4,,,fr_500kg_3_1.blkx,mb_162_4x500kg | mb_162_6x200kg_6x100kg_default,weaponPresets_bombguns_structural,yes,yes,
mb_174_a3,fr_500kg_3_1,fr_500kg_3_1,France,520.0,500-999 kg,272.0,0.49,,2.4,,,fr_500kg_3_1.blkx,mb_174_a3_1x500kg | mb_174_a3_8x50kg_default,weaponPresets_bombguns_structural,yes,yes,
mb_174_a3,fr_50kg_gammn,fr_50kg_gammn,France,53.0,<100 kg,29.0,0.2,,1.03,,,fr_50kg_gammn.blkx,mb_174_a3_1x500kg | mb_174_a3_8x50kg_default,weaponPresets_bombguns_structural,yes,yes,
mbr_2,su_fab100,su_fab100,USSR,103.5,100-249 kg,36.02,0.28,,1.05,,,su_fab100.blkx,mbr-2_2x100_6x50 | mbr-2_2x250 | mbr-2_4x100 | mbr-2_8x50,weaponPresets_bombguns_structural,yes,yes,
mbr_2,su_fab250,su_fab250,USSR,252.2,250-499 kg,122.25,0.318,,2.163,,,su_fab250.blkx,mbr-2_2x100_6x50 | mbr-2_2x250 | mbr-2_4x100 | mbr-2_8x50,weaponPresets_bombguns_structural,yes,yes,
mbr_2,su_fab50,su_fab50,USSR,49.76,<100 kg,26.35,0.24,,0.95,,,su_fab50.blkx,mbr-2_2x100_6x50 | mbr-2_2x250 | mbr-2_4x100 | mbr-2_8x50,weaponPresets_bombguns_structural,yes,yes,
md_452_mystere_2c_preproduction,us_1000lb_anm65_cone,us_1000lb_anm65_cone,USA,500.76,500-999 kg,269.9,0.477,,2.313,,,us_1000lb_anm65_cone.blkx,md_452_1000lbs | md_452_500lbs | md_452_default | md_452_sneb,weaponPresets_bombguns_structural,yes,yes,
md_452_mystere_2c_preproduction,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,md_452_1000lbs | md_452_500lbs | md_452_default | md_452_sneb,weaponPresets_bombguns_structural,yes,yes,
me_262a_1a_early,de_sc250,de_sc250,Germany,250.0,250-499 kg,125.0,0.368,,1.638,,,de_sc250.blkx,ME_262A_1A_default | me-262a-1a_2xwgr21_rockets | me-262a-1a_r4m_rocket24 | me-262a-1a_r4m_rocket48 | me-262a-2a_1xsc500 | me-262a-2a_2xsc250,weaponPresets_bombguns_structural,yes,yes,
me_262a_1a_early,de_sc500,de_sc500,Germany,500.0,500-999 kg,260.0,0.457,,2.032,,,de_sc500.blkx,ME_262A_1A_default | me-262a-1a_2xwgr21_rockets | me-262a-1a_r4m_rocket24 | me-262a-1a_r4m_rocket48 | me-262a-2a_1xsc500 | me-262a-2a_2xsc250,weaponPresets_bombguns_structural,yes,yes,
me_262a_2a,de_sc250,de_sc250,Germany,250.0,250-499 kg,125.0,0.368,,1.638,,,de_sc250.blkx,me-262a-2a_1xsc500 | me-262a-2a_2xsc250 | me-262a-2a_default | me-262a-2a_r4m_rocket24,weaponPresets_bombguns_structural,yes,yes,
me_262a_2a,de_sc500,de_sc500,Germany,500.0,500-999 kg,260.0,0.457,,2.032,,,de_sc500.blkx,me-262a-2a_1xsc500 | me-262a-2a_2xsc250 | me-262a-2a_default | me-262a-2a_r4m_rocket24,weaponPresets_bombguns_structural,yes,yes,
me_410a_1,de_sc250,de_sc250,Germany,250.0,250-499 kg,125.0,0.368,,1.638,,,de_sc250.blkx,Me_410A-1_2xSC250 | Me_410A-1_2xSC500 | Me_410A-1_8xSC50 | Me_410A-1_default,weaponPresets_bombguns_structural,yes,yes,
me_410a_1,de_sc50,de_sc50,Germany,50.0,<100 kg,25.0,0.203,,1.1,,,de_sc50.blkx,Me_410A-1_2xSC250 | Me_410A-1_2xSC500 | Me_410A-1_8xSC50 | Me_410A-1_default,weaponPresets_bombguns_structural,yes,yes,
me_410a_1,de_sc500,de_sc500,Germany,500.0,500-999 kg,260.0,0.457,,2.032,,,de_sc500.blkx,Me_410A-1_2xSC250 | Me_410A-1_2xSC500 | Me_410A-1_8xSC50 | Me_410A-1_default,weaponPresets_bombguns_structural,yes,yes,
me_410b_1,de_sc250,de_sc250,Germany,250.0,250-499 kg,125.0,0.368,,1.638,,,de_sc250.blkx,Me_410A-1_2xSC250 | Me_410A-1_2xSC500 | Me_410A-1_8xSC50 | Me_410A-1_default,weaponPresets_bombguns_structural,yes,yes,
me_410b_1,de_sc50,de_sc50,Germany,50.0,<100 kg,25.0,0.203,,1.1,,,de_sc50.blkx,Me_410A-1_2xSC250 | Me_410A-1_2xSC500 | Me_410A-1_8xSC50 | Me_410A-1_default,weaponPresets_bombguns_structural,yes,yes,
me_410b_1,de_sc500,de_sc500,Germany,500.0,500-999 kg,260.0,0.457,,2.032,,,de_sc500.blkx,Me_410A-1_2xSC250 | Me_410A-1_2xSC500 | Me_410A-1_8xSC50 | Me_410A-1_default,weaponPresets_bombguns_structural,yes,yes,
meteor_fmk3,uk_1000lbs_gp,uk_1000lbs_gp,Great Britain,486.0,250-499 kg,185.3,0.41,,2.197,,,uk_1000lbs_gp.blkx,meteor_fmk3_1000lb_bombs | meteor_fmk3_default | meteor_fmk3_fuel_tanks,weaponPresets_bombguns_structural,yes,yes,
meteor_fmk3_navy,uk_1000lbs_gp,uk_1000lbs_gp,Great Britain,486.0,250-499 kg,185.3,0.41,,2.197,,,uk_1000lbs_gp.blkx,meteor_fmk3_1000lb_bombs | meteor_fmk3_navy_default,weaponPresets_bombguns_structural,yes,yes,
meteor_fmk4_lw,uk_1000lbs_gp,uk_1000lbs_gp,Great Britain,486.0,250-499 kg,185.3,0.41,,2.197,,,uk_1000lbs_gp.blkx,meteor_fmk3_1000lb_bombs | meteor_fmk3_default | meteor_fmk3_fuel_tanks,weaponPresets_bombguns_structural,yes,yes,
meteor_fmk4_sw,uk_1000lbs_gp,uk_1000lbs_gp,Great Britain,486.0,250-499 kg,185.3,0.41,,2.197,,,uk_1000lbs_gp.blkx,meteor_fmk3_1000lb_bombs | meteor_fmk3_default | meteor_fmk3_fuel_tanks,weaponPresets_bombguns_structural,yes,yes,
meteor_fmk8,uk_1000lbs_gp,uk_1000lbs_gp,Great Britain,486.0,250-499 kg,185.3,0.41,,2.197,,,uk_1000lbs_gp.blkx,meteor_fmk3_16rockets | meteor_fmk8_1000lb_bombs | meteor_fmk8_8rockets | meteor_fmk8_8rockets_hvar | meteor_fmk8_default | meteor_fmk8_fuel_tanks,weaponPresets_bombguns_structural,yes,yes,
meteor_fmk8_reaper,uk_1000lbs_gp,uk_1000lbs_gp,Great Britain,486.0,250-499 kg,185.3,0.41,,2.197,,,uk_1000lbs_gp.blkx,meteor_fmk8_24x60lb_rockets | meteor_fmk8_2x1000lb_gp_16x60lb | meteor_fmk8_2x1000lb_mc_16x60lb | meteor_fmk8_2x500lb_mc_16x60lb | meteor_fmk8_4x1000lb_gp_bombs | meteor_fmk8_4x1000lb_mc_bombs | meteor_fmk8_4x500lb_mc_bombs | meteor_fmk8_default,weaponPresets_bombguns_structural,yes,yes,
meteor_fmk8_reaper,uk_1000lbs_mc_mk1,uk_1000lbs_mc_mk1,Great Britain,474.4,250-499 kg,227.7,0.45,,1.844,,,uk_1000lbs_mc_mk1.blkx,meteor_fmk8_24x60lb_rockets | meteor_fmk8_2x1000lb_gp_16x60lb | meteor_fmk8_2x1000lb_mc_16x60lb | meteor_fmk8_2x500lb_mc_16x60lb | meteor_fmk8_4x1000lb_gp_bombs | meteor_fmk8_4x1000lb_mc_bombs | meteor_fmk8_4x500lb_mc_bombs | meteor_fmk8_default,weaponPresets_bombguns_structural,yes,yes,
meteor_fmk8_reaper,uk_500lbs_43,uk_500lbs_43,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs_43.blkx,meteor_fmk8_24x60lb_rockets | meteor_fmk8_2x1000lb_gp_16x60lb | meteor_fmk8_2x1000lb_mc_16x60lb | meteor_fmk8_2x500lb_mc_16x60lb | meteor_fmk8_4x1000lb_gp_bombs | meteor_fmk8_4x1000lb_mc_bombs | meteor_fmk8_4x500lb_mc_bombs | meteor_fmk8_default,weaponPresets_bombguns_structural,yes,yes,
mig_15,su_fab_100m_43,su_fab_100m_43,USSR,103.5,100-249 kg,49.93,0.273,,1.033,,,su_fab_100m_43.blkx,mig_15bis_16xs_5k_rockets | mig_15bis_16xs_5m_rockets | mig_15bis_2xs_21_rockets | mig_15bis_nr23_100lb_bombs | mig_15bis_nr23_default,weaponPresets_bombguns_structural,yes,yes,
mig_15_ns23,su_fab_100m_43,su_fab_100m_43,USSR,103.5,100-249 kg,49.93,0.273,,1.033,,,su_fab_100m_43.blkx,mig_15bis_nr23_100lb_bombs | mig_15bis_nr23_default,weaponPresets_bombguns_structural,yes,yes,
mig_15bis_ish,su_fab500_m54,su_fab500_m54,USSR,478.0,250-499 kg,201.0,0.45,,2.4,,,su_fab500_m54.blkx,mig_15bis_ish_100_bombs | mig_15bis_ish_250_bombs | mig_15bis_ish_500_bombs | mig_15bis_ish_c1of_rockets | mig_15bis_ish_default | mig_15bis_ish_s5k_rockets | mig_15bis_ish_s5m_rockets,weaponPresets_bombguns_structural,yes,yes,
mig_15bis_ish,su_ofab100_120,su_ofab100_120,USSR,114.0,100-249 kg,38.0,0.273,,1.033,,,su_ofab100_120.blkx,mig_15bis_ish_100_bombs | mig_15bis_ish_250_bombs | mig_15bis_ish_500_bombs | mig_15bis_ish_c1of_rockets | mig_15bis_ish_default | mig_15bis_ish_s5k_rockets | mig_15bis_ish_s5m_rockets,weaponPresets_bombguns_structural,yes,yes,
mig_15bis_ish,su_ofab250,su_ofab250,USSR,250.0,250-499 kg,97.0,0.325,,1.456,,,su_ofab250.blkx,mig_15bis_ish_100_bombs | mig_15bis_ish_250_bombs | mig_15bis_ish_500_bombs | mig_15bis_ish_c1of_rockets | mig_15bis_ish_default | mig_15bis_ish_s5k_rockets | mig_15bis_ish_s5m_rockets,weaponPresets_bombguns_structural,yes,yes,
mig_15bis_nr23_china,cn_gp_100_2,cn_gp_100_2,China,140.0,100-249 kg,39.8,0.273,,1.033,,,cn_gp_100_2.blkx,mig_15bis_16xs_5k_rockets | mig_15bis_16xs_5m_rockets | mig_15bis_2xs_21_rockets | mig_15bis_nr23_china_100kg_bombs | mig_15bis_nr23_default,weaponPresets_bombguns_structural,yes,yes,
mig_15bis_nr23_german,su_fab_100m_43,su_fab_100m_43,USSR,103.5,100-249 kg,49.93,0.273,,1.033,,,su_fab_100m_43.blkx,mig_15bis_16xs_5k_rockets | mig_15bis_16xs_5m_rockets | mig_15bis_2xs_21_rockets | mig_15bis_nr23_100lb_bombs | mig_15bis_nr23_default,weaponPresets_bombguns_structural,yes,yes,
mig_15bis_nr23_hungary,su_fab_100m_43,su_fab_100m_43,USSR,103.5,100-249 kg,49.93,0.273,,1.033,,,su_fab_100m_43.blkx,mig_15bis_16xs_5k_rockets | mig_15bis_16xs_5m_rockets | mig_15bis_2xs_21_rockets | mig_15bis_nr23_100lb_bombs | mig_15bis_nr23_default,weaponPresets_bombguns_structural,yes,yes,
mig_15bis_ns23,su_fab_100m_43,su_fab_100m_43,USSR,103.5,100-249 kg,49.93,0.273,,1.033,,,su_fab_100m_43.blkx,mig_15bis_16xs_5k_rockets | mig_15bis_16xs_5m_rockets | mig_15bis_2xs_21_rockets | mig_15bis_nr23_100lb_bombs | mig_15bis_nr23_default,weaponPresets_bombguns_structural,yes,yes,
mig_15bis_ns23_china,cn_gp_100_2,cn_gp_100_2,China,140.0,100-249 kg,39.8,0.273,,1.033,,,cn_gp_100_2.blkx,mig_15bis_16xs_5k_rockets | mig_15bis_16xs_5m_rockets | mig_15bis_2xs_21_rockets | mig_15bis_nr23_china_100kg_bombs | mig_15bis_nr23_default,weaponPresets_bombguns_structural,yes,yes,
mig_17,su_ofab250,su_ofab250,USSR,250.0,250-499 kg,97.0,0.325,,1.456,,,su_ofab250.blkx,mig_17_16xs_5k_rockets | mig_17_16xs_5m_rockets | mig_17_2xs_21_rockets | mig_17_bombs | mig_17_default,weaponPresets_bombguns_structural,yes,yes,
mig_17_china,su_ofab250,su_ofab250,USSR,250.0,250-499 kg,97.0,0.325,,1.456,,,su_ofab250.blkx,mig_17_16xs_5k_rockets | mig_17_16xs_5m_rockets | mig_17_2xs_21_rockets | mig_17_bombs | mig_17_default,weaponPresets_bombguns_structural,yes,yes,
mig_17_cuba,su_ofab250,su_ofab250,USSR,250.0,250-499 kg,97.0,0.325,,1.456,,,su_ofab250.blkx,mig_17_2xr3s_rockets | mig_17_2xs_21_rockets | mig_17_bombs | mig_17_default,weaponPresets_bombguns_structural,yes,yes,
